# BCCWJ 短単位語彙表 ver1.0 (NINJAL, doi:10.15084/00003218) — palavras de conteúdo por lema UniDic,
# ordenadas pelo registro coloquial: Yahoo!知恵袋 (OC) + Yahoo!ブログ (OY), pmw somado.
# rank	lemma	lForm	pos	coloquial_pmw	geral_pmw
8095	遣らせ	ヤラセ	名詞-普通名詞-一般	9.980	1.319
8096	市況	シキョウ	名詞-普通名詞-一般	9.973	2.935
8097	口臭	コウシュウ	名詞-普通名詞-一般	9.973	1.654
8098	四半	シハン	名詞-普通名詞-一般	9.968	7.599
8099	椿	ツバキ	名詞-普通名詞-一般	9.967	3.690
8100	仏像	ブツゾウ	名詞-普通名詞-一般	9.966	4.875
8101	恵み	メグミ	名詞-普通名詞-一般	9.965	6.299
8102	和む	ナゴム	動詞-一般	9.964	4.015
8103	タルト	タルト	名詞-普通名詞-一般	9.963	2.753
8104	長者	チョウジャ	名詞-普通名詞-一般	9.961	3.413
8105	連戦	レンセン	名詞-普通名詞-サ変可能	9.961	2.036
8106	ほんのり	ホンノリ	副詞	9.960	3.307
8107	森林	シンリン	名詞-普通名詞-一般	9.959	40.091
8108	輝き	カガヤキ	名詞-普通名詞-一般	9.959	9.760
8109	ナイス	ナイス	名詞-普通名詞-形状詞可能	9.959	1.606
8110	柏	カシワ	名詞-普通名詞-一般	9.957	2.103
8111	続出	ゾクシュツ	名詞-普通名詞-サ変可能	9.954	3.919
8112	戯れる	タワムレル	動詞-一般	9.954	3.260
8113	大河	タイガ	名詞-普通名詞-一般	9.952	3.585
8114	剣道	ケンドウ	名詞-普通名詞-一般	9.951	5.248
8115	マーボー	マーボー	名詞-普通名詞-一般	9.951	1.673
8116	防災	ボウサイ	名詞-普通名詞-一般	9.949	53.464
8117	アワー	アワー	名詞-普通名詞-一般	9.945	2.820
8118	オムレツ	オムレツ	名詞-普通名詞-一般	9.944	1.835
8119	黒字	クロジ	名詞-普通名詞-一般	9.943	10.955
8120	パルス	パルス	名詞-普通名詞-一般	9.942	4.359
8121	佃煮	ツクダニ	名詞-普通名詞-一般	9.940	2.562
8122	ぴい	ピイ	副詞	9.939	1.826
8123	福袋	フクブクロ	名詞-普通名詞-一般	9.936	1.510
8124	ぶるぶる	ブルブル	副詞	9.935	3.279
8125	買い得	カイドク	名詞-普通名詞-一般	9.933	1.912
8126	色気	イロケ	名詞-普通名詞-一般	9.931	3.432
8127	泉	イズミ	名詞-普通名詞-一般	9.930	7.150
8128	合理	ゴウリ	名詞-普通名詞-一般	9.929	41.515
8129	長葱	ナガネギ	名詞-普通名詞-一般	9.929	3.642
8130	キャッチャー	キャッチャー	名詞-普通名詞-一般	9.929	1.998
8131	遠出	トオデ	名詞-普通名詞-サ変可能	9.928	1.912
8132	装う	ヨソオウ	動詞-一般	9.925	8.680
8133	緩む	ユルム	動詞-一般	9.925	7.877
8134	死後	シゴ	名詞-普通名詞-副詞可能	9.923	12.522
8135	倍率	バイリツ	名詞-普通名詞-一般	9.919	4.684
8136	マーガリン	マーガリン	名詞-普通名詞-一般	9.919	1.606
8137	ヨーガ	ヨーガ	名詞-普通名詞-一般	9.918	5.716
8138	早急	サッキュウ	形状詞-一般	9.916	8.995
8139	大金	タイキン	名詞-普通名詞-一般	9.914	5.210
8140	療養	リョウヨウ	名詞-普通名詞-サ変可能	9.913	18.201
8141	データーベース	データーベース	名詞-普通名詞-一般	9.912	11.098
8142	国旗	コッキ	名詞-普通名詞-一般	9.908	6.558
8143	精密	セイミツ	名詞-普通名詞-形状詞可能	9.906	8.412
8144	減額	ゲンガク	名詞-普通名詞-サ変可能	9.905	9.712
8145	退社	タイシャ	名詞-普通名詞-サ変可能	9.899	3.040
8146	アルカリ	アルカリ	名詞-普通名詞-一般	9.892	4.885
8147	ＡＬＴ	エーエルティー	名詞-普通名詞-一般	9.880	1.950
8148	追走	ツイソウ	名詞-普通名詞-サ変可能	9.876	1.109
8149	冠名	カンムリメイ	名詞-普通名詞-一般	9.876	0.994
8150	共働き	トモバタラキ	名詞-普通名詞-サ変可能	9.871	3.422
8151	冷え込む	ヒエコム	動詞-一般	9.868	2.256
8152	目白	メジロ	名詞-普通名詞-一般	9.868	1.883
8153	出迎える	デムカエル	動詞-一般	9.862	5.496
8154	三塁	サンルイ	名詞-普通名詞-一般	9.862	2.074
8155	念願	ネンガン	名詞-普通名詞-サ変可能	9.859	4.273
8156	待ち遠しい	マチドオシイ	形容詞-一般	9.859	2.074
8157	シェフ	シェフ	名詞-普通名詞-一般	9.858	5.296
8158	ジャングル	ジャングル	名詞-普通名詞-一般	9.858	4.971
8159	遂げる	トゲル	動詞-一般	9.857	14.253
8160	初恋	ハツコイ	名詞-普通名詞-一般	9.856	2.371
8161	モチベーション	モチベーション	名詞-普通名詞-一般	9.855	2.552
8162	はらはら	ハラハラ	副詞	9.854	3.241
8163	歌謡	カヨウ	名詞-普通名詞-一般	9.851	4.445
8164	雲丹	ウニ	名詞-普通名詞-一般	9.851	3.279
8165	完売	カンバイ	名詞-普通名詞-サ変可能	9.849	1.979
8166	寸	スン	名詞-普通名詞-助数詞可能	9.848	8.479
8167	劇的	ゲキテキ	形状詞-一般	9.848	5.908
8168	推理	スイリ	名詞-普通名詞-サ変可能	9.847	8.756
8169	動き回る	ウゴキマワル	動詞-一般	9.843	5.678
8170	選出	センシュツ	名詞-普通名詞-サ変可能	9.842	8.880
8171	エプロン	エプロン	名詞-普通名詞-一般	9.842	5.764
8172	朝一	アサイチ	名詞-普通名詞-一般	9.842	0.975
8173	詰め込む	ツメコム	動詞-一般	9.841	6.146
8174	野党	ヤトウ	名詞-普通名詞-一般	9.840	8.680
8175	ＣＯ２	シーオーツー	名詞-普通名詞-一般	9.840	2.170
8176	ちょくちょく	チョクチョク	副詞	9.839	1.845
8177	正しく	マサシク	副詞	9.838	12.140
8178	コンクール	コンクール	名詞-普通名詞-一般	9.837	5.669
8179	ガレージ	ガレージ	名詞-普通名詞-一般	9.837	3.996
8180	エール	エール	名詞-普通名詞-一般	9.837	3.155
8181	疑惑	ギワク	名詞-普通名詞-一般	9.836	8.517
8182	稲	イネ	名詞-普通名詞-一般	9.836	7.858
8183	愛称	アイショウ	名詞-普通名詞-一般	9.836	4.091
8184	移住	イジュウ	名詞-普通名詞-サ変可能	9.833	12.953
8185	電	デン	名詞-普通名詞-一般	9.832	2.810
8186	進展	シンテン	名詞-普通名詞-サ変可能	9.831	29.920
8187	オムライス	オムライス	名詞-普通名詞-一般	9.831	1.443
8188	撥ねる	ハネル	動詞-一般	9.829	6.443
8189	眠たい	ネムタイ	形容詞-一般	9.829	1.835
8190	慰める	ナグサメル	動詞-一般	9.828	8.479
8191	収容	シュウヨウ	名詞-普通名詞-サ変可能	9.827	20.609
8192	右折	ウセツ	名詞-普通名詞-サ変可能	9.827	2.887
8193	輿論	ヨロン	名詞-普通名詞-一般	9.823	14.903
8194	流出	リュウシュツ	名詞-普通名詞-サ変可能	9.821	10.161
8195	グリップ	グリップ	名詞-普通名詞-一般	9.821	5.085
8196	独裁	ドクサイ	名詞-普通名詞-サ変可能	9.820	7.762
8197	近頃	チカゴロ	名詞-普通名詞-副詞可能	9.818	8.909
8198	近付ける	チカヅケル	動詞-一般	9.818	8.316
8199	蠅	ハエ	名詞-普通名詞-一般	9.818	5.841
8200	パッチ	パッチ	名詞-普通名詞-一般	9.814	1.893
8201	赴任	フニン	名詞-普通名詞-サ変可能	9.813	7.772
8202	増税	ゾウゼイ	名詞-普通名詞-サ変可能	9.812	4.225
8203	バンパー	バンパー	名詞-普通名詞-一般	9.812	2.705
8204	モラル	モラル	名詞-普通名詞-一般	9.811	4.961
8205	抹消	マッショウ	名詞-普通名詞-サ変可能	9.806	3.556
8206	湯船	ユブネ	名詞-普通名詞-一般	9.804	2.753
8207	新選	シンセン	名詞-普通名詞-一般	9.803	5.219
8208	実務	ジツム	名詞-普通名詞-一般	9.802	14.214
8209	ホモ	ホモ	名詞-普通名詞-一般	9.790	4.760
8210	アップグレード	アップグレード	名詞-普通名詞-一般	9.781	1.338
8211	香典	コウデン	名詞-普通名詞-一般	9.776	2.313
8212	足跡	アシアト	名詞-普通名詞-一般	9.771	7.638
8213	学名	ガクメイ	名詞-普通名詞-一般	9.769	1.864
8214	日の出	ヒノデ	名詞-普通名詞-一般	9.767	3.155
8215	値下がり	ネサガリ	名詞-普通名詞-サ変可能	9.765	2.533
8216	ぽかぽか	ポカポカ	副詞	9.765	1.931
8217	レッズ	レッズ	名詞-普通名詞-一般	9.763	1.702
8218	命ずる	メイズル	動詞-一般	9.760	37.089
8219	梯子	ハシゴ	名詞-普通名詞-一般	9.760	5.583
8220	ミント	ミント	名詞-普通名詞-一般	9.759	3.221
8221	館	ヤカタ	名詞-普通名詞-一般	9.758	11.452
8222	木霊	コダマ	名詞-普通名詞-一般	9.757	4.263
8223	シークレット	シークレット	名詞-普通名詞-一般	9.757	1.998
8224	甥っ子	オイッコ	名詞-普通名詞-一般	9.757	1.109
8225	カントリー	カントリー	名詞-普通名詞-一般	9.756	4.216
8226	ＥＲ	イーアール	名詞-普通名詞-一般	9.754	2.160
8227	悲鳴	ヒメイ	名詞-普通名詞-一般	9.753	15.247
8228	最期	サイゴ	名詞-普通名詞-副詞可能	9.753	5.535
8229	ＤＸ	ディーエックス	名詞-普通名詞-一般	9.753	1.367
8230	公民	コウミン	名詞-普通名詞-一般	9.751	25.733
8231	グラウンド	グラウンド	名詞-普通名詞-一般	9.750	9.731
8232	走者	ソウシャ	名詞-普通名詞-一般	9.748	2.849
8233	明け方	アケガタ	名詞-普通名詞-副詞可能	9.747	3.747
8234	兜	カブト	名詞-普通名詞-一般	9.745	3.766
8235	微か	カスカ	形状詞-一般	9.744	21.298
8236	保安	ホアン	名詞-普通名詞-一般	9.742	21.040
8237	一環	イッカン	名詞-普通名詞-一般	9.740	15.677
8238	介入	カイニュウ	名詞-普通名詞-サ変可能	9.740	13.392
8239	おひたし	オヒタシ	名詞-普通名詞-一般	9.740	1.625
8240	力士	リキシ	名詞-普通名詞-一般	9.737	4.149
8241	主任	シュニン	名詞-普通名詞-一般	9.736	11.662
8242	踏み出す	フミダス	動詞-一般	9.734	8.422
8243	拘束	コウソク	名詞-普通名詞-サ変可能	9.732	14.711
8244	ＮＯ	エヌオー	名詞-普通名詞-一般	9.732	2.046
8245	標識	ヒョウシキ	名詞-普通名詞-一般	9.730	9.435
8246	ぼこぼこ	ボコボコ	形状詞-一般	9.729	1.443
8247	陛下	ヘイカ	名詞-普通名詞-一般	9.727	14.320
8248	どき	ドキ	副詞	9.727	2.657
8249	洋画	ヨウガ	名詞-普通名詞-一般	9.726	3.518
8250	銭湯	セントウ	名詞-普通名詞-一般	9.725	2.763
8251	彼此	カレコレ	副詞	9.724	2.266
8252	静止	セイシ	名詞-普通名詞-サ変可能	9.722	7.666
8253	写り	ウツリ	名詞-普通名詞-一般	9.722	1.558
8254	大気	タイキ	名詞-普通名詞-一般	9.718	20.055
8255	どろどろ	ドロドロ	副詞	9.717	3.107
8256	失格	シッカク	名詞-普通名詞-サ変可能	9.715	3.021
8257	四角	シカク	名詞-普通名詞-形状詞可能	9.714	6.261
8258	人体	ジンタイ	名詞-普通名詞-一般	9.709	8.575
8259	熱湯	ネットウ	名詞-普通名詞-一般	9.709	5.927
8260	並行	ヘイコウ	名詞-普通名詞-サ変形状詞可能	9.707	8.125
8261	メガヘルツ	メガヘルツ	名詞-普通名詞-助数詞可能	9.707	4.435
8262	コンプリート	コンプリート	名詞-普通名詞-サ変形状詞可能	9.707	1.606
8263	冷え性	ヒエショウ	名詞-普通名詞-一般	9.706	2.122
8264	エンター	エンター	名詞-普通名詞-一般	9.704	2.533
8265	鼻炎	ビエン	名詞-普通名詞-一般	9.701	1.596
8266	プレステ	プレステ	名詞-普通名詞-一般	9.684	1.338
8267	分娩	ブンベン	名詞-普通名詞-サ変可能	9.681	4.216
8268	ＫＢＳ	ケービーエス	名詞-普通名詞-一般	9.678	1.176
8269	追い込み	オイコミ	名詞-普通名詞-一般	9.674	1.271
8270	林道	リンドウ	名詞-普通名詞-一般	9.669	6.089
8271	累計	ルイケイ	名詞-普通名詞-サ変可能	9.668	3.661
8272	優勢	ユウセイ	名詞-普通名詞-形状詞可能	9.665	4.407
8273	下げ	サゲ	名詞-普通名詞-一般	9.663	1.702
8274	チー	チー	名詞-普通名詞-一般	9.662	3.546
8275	夜空	ヨゾラ	名詞-普通名詞-一般	9.661	5.735
8276	存分	ゾンブン	形状詞-一般	9.659	5.630
8277	前列	ゼンレツ	名詞-普通名詞-一般	9.659	2.743
8278	待ち合わせる	マチアワセル	動詞-一般	9.657	2.715
8279	ラグビー	ラグビー	名詞-普通名詞-一般	9.656	4.359
8280	追伸	ツイシン	名詞-普通名詞-一般	9.656	1.396
8281	見せ付ける	ミセツケル	動詞-一般	9.655	4.808
8282	団扇	ウチワ	名詞-普通名詞-一般	9.654	2.954
8283	競り	セリ	名詞-普通名詞-一般	9.645	4.971
8284	直通	チョクツウ	名詞-普通名詞-サ変可能	9.645	3.613
8285	逸れる	ソレル	動詞-一般	9.644	4.627
8286	ゲーセン	ゲーセン	名詞-普通名詞-一般	9.644	1.023
8287	本場	ホンバ	名詞-普通名詞-一般	9.643	3.738
8288	監査	カンサ	名詞-普通名詞-サ変可能	9.642	35.617
8289	携わる	タズサワル	動詞-一般	9.640	11.509
8290	適量	テキリョウ	名詞-普通名詞-一般	9.640	5.258
8291	錬金	レンキン	名詞-普通名詞-一般	9.640	2.935
8292	勝る	マサル	動詞-一般	9.639	7.026
8293	次期	ジキ	名詞-普通名詞-一般	9.639	4.302
8294	落下	ラッカ	名詞-普通名詞-サ変可能	9.638	9.091
8295	追い出す	オイダス	動詞-一般	9.637	7.552
8296	さら	サラ	副詞	9.637	1.940
8297	ファー	ファー	名詞-普通名詞-一般	9.636	5.171
8298	紳士	シンシ	名詞-普通名詞-一般	9.635	9.550
8299	緩める	ユルメル	動詞-一般	9.634	8.517
8300	パーフェクト	パーフェクト	名詞-普通名詞-形状詞可能	9.634	2.380
8301	じゃんけん	ジャンケン	名詞-普通名詞-サ変可能	9.629	2.294
8302	振る舞う	フルマウ	動詞-一般	9.627	10.419
8303	踏み切る	フミキル	動詞-一般	9.627	6.500
8304	ローラー	ローラー	名詞-普通名詞-一般	9.627	2.504
8305	スピーチ	スピーチ	名詞-普通名詞-サ変可能	9.625	4.531
8306	割り	ワリ	名詞-普通名詞-一般	9.625	1.950
8307	最短	サイタン	名詞-普通名詞-一般	9.623	3.279
8308	懐く	ナツク	動詞-一般	9.623	2.715
8309	肯定	コウテイ	名詞-普通名詞-サ変可能	9.622	12.417
8310	恐縮	キョウシュク	名詞-普通名詞-サ変可能	9.619	6.223
8311	コマーシャル	コマーシャル	名詞-普通名詞-一般	9.616	4.311
8312	判子	ハンコ	名詞-普通名詞-一般	9.613	2.189
8313	ＡＣ	エーシー	名詞-普通名詞-一般	9.611	2.237
8314	対人	タイジン	名詞-普通名詞-一般	9.606	5.774
8315	乱暴	ランボウ	名詞-普通名詞-サ変形状詞可能	9.605	10.286
8316	真空	シンクウ	名詞-普通名詞-一般	9.603	5.305
8317	思い当たる	オモイアタル	動詞-一般	9.602	4.808
8318	罪悪	ザイアク	名詞-普通名詞-一般	9.602	4.770
8319	血行	ケッコウ	名詞-普通名詞-一般	9.598	4.254
8320	ステレオ	ステレオ	名詞-普通名詞-一般	9.596	3.279
8321	国保	コクホ	名詞-普通名詞-一般	9.588	7.418
8322	ＮＧＣ	エヌジーシー	名詞-普通名詞-一般	9.580	1.472
8323	セフレ	セフレ	名詞-普通名詞-一般	9.577	0.956
8324	射精	シャセイ	名詞-普通名詞-サ変可能	9.576	2.696
8325	ちゅん	チュン	副詞	9.573	0.975
8326	寄り道	ヨリミチ	名詞-普通名詞-サ変可能	9.572	1.912
8327	フェスティバル	フェスティバル	名詞-普通名詞-一般	9.570	6.060
8328	決戦	ケッセン	名詞-普通名詞-サ変可能	9.569	5.401
8329	建造	ケンゾウ	名詞-普通名詞-サ変可能	9.567	11.213
8330	愛でる	メデル	動詞-一般	9.566	2.132
8331	胡桃	クルミ	名詞-普通名詞-一般	9.565	5.219
8332	町並み	マチナミ	名詞-普通名詞-一般	9.564	9.263
8333	帰還	キカン	名詞-普通名詞-サ変可能	9.564	6.472
8334	シネマ	シネマ	名詞-普通名詞-一般	9.562	2.438
8335	御節	オセチ	名詞-普通名詞-一般	9.562	1.759
8336	再建	サイケン	名詞-普通名詞-サ変可能	9.560	19.701
8337	蕎麦屋	ソバヤ	名詞-普通名詞-一般	9.560	3.336
8338	ソテー	ソテー	名詞-普通名詞-サ変可能	9.556	1.950
8339	せっせと	セッセト	副詞	9.555	4.130
8340	多忙	タボウ	名詞-普通名詞-形状詞可能	9.554	4.741
8341	ミリオン	ミリオン	名詞-普通名詞-一般	9.554	1.434
8342	営む	イトナム	動詞-一般	9.551	19.797
8343	コラム	コラム	名詞-普通名詞-一般	9.551	11.069
8344	戦艦	センカン	名詞-普通名詞-一般	9.551	6.682
8345	年明け	トシアケ	名詞-普通名詞-一般	9.551	1.778
8346	存続	ソンゾク	名詞-普通名詞-サ変可能	9.549	13.383
8347	一族	イチゾク	名詞-普通名詞-一般	9.547	15.677
8348	ソフトボール	ソフトボール	名詞-普通名詞-一般	9.547	2.763
8349	深める	フカメル	動詞-一般	9.544	19.558
8350	捕手	ホシュ	名詞-普通名詞-一般	9.542	2.457
8351	仕切る	シキル	動詞-一般	9.541	5.611
8352	過言	カゴン	名詞-普通名詞-一般	9.539	5.649
8353	揺れ	ユレ	名詞-普通名詞-一般	9.539	5.468
8354	発泡	ハッポウ	名詞-普通名詞-サ変可能	9.539	3.738
8355	損なう	ソコナウ	動詞-非自立可能	9.537	11.624
8356	操縦	ソウジュウ	名詞-普通名詞-サ変可能	9.537	9.588
8357	ジャンボ	ジャンボ	名詞-普通名詞-一般	9.537	3.126
8358	逆らう	サカラウ	動詞-一般	9.535	7.934
8359	孝行	コウコウ	名詞-普通名詞-サ変形状詞可能	9.534	3.155
8360	メート	メート	名詞-普通名詞-一般	9.533	2.122
8361	減量	ゲンリョウ	名詞-普通名詞-サ変可能	9.532	7.399
8362	プル	プル	名詞-普通名詞-一般	9.532	3.040
8363	左下	ヒダリシタ	名詞-普通名詞-一般	9.531	3.996
8364	先々	サキザキ	名詞-普通名詞-副詞可能	9.531	3.279
8365	スイミング	スイミング	名詞-普通名詞-一般	9.531	1.816
8366	関わり	カカワリ	名詞-普通名詞-一般	9.530	19.692
8367	閉じ込める	トジコメル	動詞-一般	9.530	8.785
8368	花嫁	ハナヨメ	名詞-普通名詞-一般	9.530	5.143
8369	区切り	クギリ	名詞-普通名詞-一般	9.530	4.168
8370	キャスター	キャスター	名詞-普通名詞-一般	9.528	3.336
8371	開き直る	ヒラキナオル	動詞-一般	9.528	2.944
8372	ミキサー	ミキサー	名詞-普通名詞-一般	9.528	2.944
8373	ぐちゃぐちゃ	グチャグチャ	形状詞-一般	9.527	2.046
8374	マグ	マグ	名詞-普通名詞-一般	9.526	2.810
8375	垂直	スイチョク	名詞-普通名詞-形状詞可能	9.526	12.102
8376	粉末	フンマツ	名詞-普通名詞-一般	9.526	4.464
8377	ハイビジョン	ハイビジョン	名詞-普通名詞-一般	9.526	2.524
8378	振り掛ける	フリカケル	動詞-一般	9.524	4.340
8379	濾過	ロカ	名詞-普通名詞-サ変可能	9.521	3.422
8380	茶色い	チャイロイ	形容詞-一般	9.519	2.829
8381	歪み	ユガミ	名詞-普通名詞-一般	9.513	7.991
8382	切断	セツダン	名詞-普通名詞-サ変可能	9.513	9.664
8383	工具	コウグ	名詞-普通名詞-一般	9.512	4.206
8384	干渉	カンショウ	名詞-普通名詞-サ変可能	9.508	10.114
8385	ルーズ	ルーズ	形状詞-一般	9.506	2.829
8386	茶髪	チャパツ	名詞-普通名詞-一般	9.501	1.577
8387	ＦＤ	エフディー	名詞-普通名詞-一般	9.500	2.113
8388	不順	フジュン	名詞-普通名詞-形状詞可能	9.491	2.036
8389	全角	ゼンカク	名詞-普通名詞-一般	9.480	2.084
8390	ウィキ	ウィキ	名詞-普通名詞-一般	9.479	0.918
8391	腋臭	ワキガ	名詞-普通名詞-一般	9.478	0.985
8392	暫定	ザンテイ	名詞-普通名詞-一般	9.477	8.269
8393	駅舎	エキシャ	名詞-普通名詞-一般	9.475	3.288
